1,101,Argentina,1,2,Arabia Saudita
1,102,Polonia,0,0,Mexico
1,103,Senegal,0,2,Paises Bajos
1,104,Inglaterra,6,2,Iram
1,105,Qatar,0,2,Ecuador
1,106,EEUU,1,1,Gales
1,107,Suiza,1,0,Camerun
2,201,Argentina,2,0,Mexico
2,202,Arabia Saudita,0,2,Polonia
2,203,Australia,1,0,Tunez
2,204,Francia,2,1,Dinamarca
2,205,Japon,0,1,Costa Rica
2,206,Belgica,0,2,Marruecos
2,207,Crocia,4,1,Canada
